Total Stock Market Index Fund Investor Shares (VTSMX) , , ,  
Holding details,2020-07-31
 
Stocks holdings 
 ,SEDOL,Ticker,Holdings name,Shares,Market value,% of fund*,Sector,Market,Security depository receipt type
,"BJL38Z1","APLT","Applied Therapeutics Inc.",346514,$8940061.2,0.0009675269,"Biotechnology","US",---
,"2699183","GSB","GlobalSCAPE Inc.",936980,$8929419.4,0.0009663752,"Systems Software","US",---
,"BDFS3G6","RC","Ready Capital Corp.",1108471,$8889937.42,0.0009621023,"Mortgage REITs","US",---
,"BF3CTC2","CBTX","CBTX Inc.",562889,$8888017.31,0.0009618945,"Regional Banks","US",---
,"2534671","LDL","Lydall Inc.",547947,$8876741.4,0.0009606742,"Industrial Machinery","US",---
,"2065870","AVID","Avid Technology Inc.",1077152,$8864960.96,0.0009593993,"Technology Hardware, Storage & Periphera","US",---
,"B8KHZT0","BZH","Beazer Homes USA Inc.",792006,$8862547.14,0.000959138,"Homebuilding","US",---
,"BLCHF11","GDYN","Grid Dynamics Holdings Inc.",1324421,$8847132.28,0.0009574698,"IT Consulting & Other Services","US",---
,"2622253","NSSC","Napco Security Technologies Inc.",335202,$8842628.76,0.0009569824,"Electronic Equipment & Instruments","US",---
,"BJ1FD63","NGM","NGM Biopharmaceuticals Inc.",482810,$8830594.9,0.00095568,"Pharmaceuticals","US",---
,"BYWLRV8","CNDT","Conduent Inc.",4607039,$8799444.49,0.0009523088,"Data Processing & Outsourced Services","US",---
,"2620257","MBWM","Mercantile Bank Corp.",411473,$8760260.17,0.0009480682,"Regional Banks","US",---
,"B3WLLH5","ELMD","Electromed Inc.",527464,$8750627.76,0.0009470257,"Health Care Equipment","US",---
,"BYMT0F7","ALTA","Altabancorp",465470,$8727562.5,0.0009445295,"Regional Banks","US",---
,"2618111","BHB","Bar Harbor Bankshares",438959,$8726504.92,0.000944415,"Regional Banks","US",---
,"BJQ0608","PSNL","Personalis Inc.",501139,$8724829.99,0.0009442338,"Life Sciences Tools & Services","US",---
,"2564827","MCS","Marcus Corp.",630851,$8712052.31,0.0009428509,"Movies & Entertainment","US",---
,"BZ0HC54","SRG","Seritage Growth Properties Class A",931657,$8673726.67,0.0009387032,"Retail REITs","US",---
,"2240622","CRAI","CRA International Inc.",207497,$8667149.69,0.0009379914,"Research & Consulting Services","US",---
,"BP857F5","LOCO","El Pollo Loco Holdings Inc.",438456,$8663890.56,0.0009376387,"Restaurants","US",---
,"2355913","FLIC","First of Long Island Corp.",580775,$8659355.25,0.0009371478,"Regional Banks","US",---
,"BMB3JJ3","ACCD","Accolade Inc.",266033,$8630110.52,0.0009339829,"Health Care Technology","US",---
,"BF5QHG2","CLAR","Clarus Corp.",716229,$8580423.42,0.0009286056,"Leisure Products","US",---
,"BK953M8","NBR","Nabors Industries Ltd.",202163,$8573732.83,0.0009278815,"Oil & Gas Drilling","BM",---
,"2249254","HCKT","Hackett Group Inc.",619693,$8545566.47,0.0009248332,"IT Consulting & Other Services","US",---
,"2415936","NLS","Nautilus Inc.",817099,$8522342.57,0.0009223198,"Leisure Products","US",---
,"B3R0638","SXC","SunCoke Energy Inc.",2663409,$8496274.71,0.0009194987,"Steel","US",---
,"B1VZ4J7","CAI","CAI International Inc.",490386,$8439543.06,0.0009133589,"Trading Companies & Distributors","US",---
,"2008121","AMAG","AMAG Pharmaceuticals Inc.",883207,$8439042.89,0.0009133048,"Pharmaceuticals","US",---
,"B6TPXR5","HAFC","Hanmi Financial Corp.",914173,$8437816.79,0.0009131721,"Regional Banks","US",---
,"2164700","CAMP","CalAmp Corp.",1070085,$8432269.8,0.0009125718,"Communications Equipment","US",---
,"2657794","ODC","Oil-Dri Corp. of America",242342,$8426231.34,0.0009119183,"Household Products","US",---
,"2072126","NVEC","NVE Corp.",155199,$8417993.76,0.0009110268,"Semiconductors","US",---
,"BKTC5L2","OPRT","Oportun Financial Corp.",587928,$8407370.4,0.0009098771,"Consumer Finance","US",---
,"BJ2JSX6","TCRR","TCR2 Therapeutics Inc.",501842,$8405853.5,0.0009097129,"Biotechnology","US",---
,"2428439","HIFS","Hingham Institution For Savings The",47658,$8387808,0.00090776,"Thrifts & Mortgage Finance","US",---
,"2035925","NWPX","Northwest Pipe Co.",337124,$8377531.4,0.0009066478,"Construction & Engineering","US",---
,"2801193","MLR","Miller Industries Inc./TN",294287,$8343036.45,0.0009029146,"Construction Machinery & Heavy Trucks","US",---
,"BRWZXS0","SNR","New Senior Investment Group Inc.",2449295,$8327603,0.0009012444,"Health Care REITs","US",---
,"BZ159N4","GRWG","GrowGeneration Corp.",984200,$8306648,0.0008989765,"Home Improvement Retail","US",---
,"BY7R2L6","OOMA","Ooma Inc.",547561,$8290073.54,0.0008971828,"Integrated Telecommunication Services","US",---
,"B01KGF5","VVI","Viad Corp.",569244,$8231268.24,0.0008908187,"Diversified Support Services","US",---
,"2320825","ETH","Ethan Allen Interiors Inc.",692745,$8202100.8,0.0008876621,"Home Furnishings","US",---
,"BBGVT51","NWS","News Corp. Class B",642278,$8195467.28,0.0008869442,"Publishing","US",---
,"BDT5LR0","UBX","UNITY Biotechnology Inc.",868633,$8191209.19,0.0008864833,"Biotechnology","US",---
,"BWD1LM2","XBIT","XBiotech Inc.",562476,$8178401.04,0.0008850972,"Biotechnology","CA",---
,"2492133","IBCP","Independent Bank Corp./MI",584438,$8161676.67,0.0008832872,"Regional Banks","US",---
,"B6VRG58","MSBI","Midland States Bancorp Inc.",579201,$8160942.09,0.0008832077,"Regional Banks","US",---
,"BYQN8D9","WOW","WideOpenWest Inc.",1493678,$8155481.88,0.0008826168,"Cable & Satellite","US",---
,"BYZ1PQ6","MBIN","Merchants Bancorp/IN",442301,$8151607.43,0.0008821975,"Thrifts & Mortgage Finance","US",---
,"2326287","EZPW","EZCORP Inc. Class A",1423009,$8139611.48,0.0008808992,"Consumer Finance","US",---
,"B00MZ11","BDGE","Bridge Bancorp Inc.",449504,$8131527.36,0.0008800243,"Regional Banks","US",---
,"BK9TGC1","PKE","Park Aerospace Corp.",754272,$8131052.16,0.0008799729,"Aerospace & Defense","US",---
,"B1HP598","WLDN","Willdan Group Inc.",329279,$8120020.14,0.000878779,"Research & Consulting Services","US",---
,"2648710","FCBC","First Community Bankshares Inc.",414894,$8115326.64,0.000878271,"Regional Banks","US",---
,"2256522","UBA","Urstadt Biddle Properties Inc. Class A",825373,$8096909.13,0.0008762778,"Retail REITs","US",---
,"2748911","HOFT","Hooker Furniture Corp.",377372,$8075760.8,0.0008739891,"Home Furnishings","US",---
,"2517058","LNDC","Landec Corp.",855467,$8075608.48,0.0008739726,"Packaged Foods & Meats","US",---
,"B7N96Q0","MVIS","MicroVision Inc.",3989231,$8058246.62,0.0008720936,"Electronic Equipment & Instruments","US",---
,"BF16ZX9","FOR","Forestar Group Inc.",464800,$8045688,0.0008707345,"Real Estate Development","US",---
,"B1DZ912","GORO","Gold Resource Corp.",1828458,$8026930.62,0.0008687045,"Gold","US",---
,"BDFBQ66","VERU","Veru Inc.",2835078,$8023270.74,0.0008683084,"Personal Products","US",---
,"2548597","KRMD","Repro-Med Systems Inc.",766362,$7993155.66,0.0008650492,"Health Care Equipment","US",---
,"2101763","LMNR","Limoneira Co.",591812,$7977625.76,0.0008633685,"Agricultural Products","US",---
,"2925899","UTMD","Utah Medical Products Inc.",97857,$7975345.5,0.0008631217,"Health Care Supplies","US",---
,"BWD23P2","JCAP","Jernigan Capital Inc.",569241,$7975066.41,0.0008630915,"Specialized REITs","US",---
,"B84T2F7","HTBI","HomeTrust Bancshares Inc.",551958,$7959234.36,0.0008613781,"Regional Banks","US",---
,"B978SV6","MEIP","MEI Pharma Inc.",2865177,$7950866.18,0.0008604725,"Biotechnology","US",---
,"BF43645","PLYM","Plymouth Industrial REIT Inc.",598531,$7942506.37,0.0008595678,"Industrial REITs","US",---
,"BN2XDY2","PRTS","CarParts.com Inc.",577382,$7936115.59,0.0008588761,"Internet & Direct Marketing Retail","US",---
,"BP41ZT7","PFNX","Pfenex Inc.",1116129,$7913354.61,0.0008564129,"Biotechnology","US",---
,"2360111","FFIC","Flushing Financial Corp.",711016,$7878057.28,0.0008525929,"Regional Banks","US",---
,"BZ8FYT8","CATS","Ontrak Inc.",205623,$7867135.98,0.0008514109,"Health Care Services","US",---
,"BKM5C84","PGEN","Precigen Inc.",1867600,$7862596,0.0008509196,"Biotechnology","US",---
,"BKDSMB5","AMTB","Amerant Bancorp Inc.",588526,$7856822.1,0.0008502947,"Regional Banks","US",---
,"2926773","VSEC","VSE Corp.",278984,$7847819.92,0.0008493205,"Diversified Support Services","US",---
,"2469892","ITIC","Investors Title Co.",68147,$7842356.76,0.0008487292,"Property & Casualty Insurance","US",---
,"B02WVH7","HAYN","Haynes International Inc.",426607,$7832504.52,0.000847663,"Steel","US",---
,"BDC6XM9","EIGR","Eiger BioPharmaceuticals Inc",778377,$7822688.85,0.0008466007,"Biotechnology","US",---
,"BJH08C3","PARR","Par Pacific Holdings Inc.",1049600,$7777536,0.0008417141,"Oil & Gas Refining & Marketing","US",---
,"B77PWP5","ACRE","Ares Commercial Real Estate Corp.",851353,$7772852.89,0.0008412072,"Mortgage REITs","US",---
,"2781626","SENEA","Seneca Foods Corp. Class A",197843,$7751488.74,0.0008388951,"Packaged Foods & Meats","US",---
,"BD5G2C9","BY","Byline Bancorp Inc.",596988,$7736964.48,0.0008373233,"Regional Banks","US",---
,"BYT4SV7","FRTA","Forterra Inc.",595526,$7735882.74,0.0008372062,"Construction Materials","US",---
,"2341848","SRCE","1st Source Corp.",233458,$7732128.96,0.0008367999,"Regional Banks","US",---
,"2575045","GENC","Gencor Industries Inc.",644550,$7715263.5,0.0008349747,"Industrial Machinery","US",---
,"2809056","CCRN","Cross Country Healthcare Inc.",1185083,$7685263.26,0.000831728,"Health Care Services","US",---
,"2276627","DXPE","DXP Enterprises Inc./TX",454550,$7672804,0.0008303796,"Trading Companies & Distributors","US",---
,"2307732","PGC","Peapack-Gladstone Financial Corp.",470960,$7667228.8,0.0008297762,"Regional Banks","US",---
,"B016HX8","FMBH","First Mid Bancshares Inc.",313659,$7656416.19,0.000828606,"Regional Banks","US",---
,"B29H3T5","TITN","Titan Machinery Inc.",704565,$7655098.73,0.0008284634,"Trading Companies & Distributors","US",---
,"B0421J7","ITI","Iteris Inc.",1646141,$7638094.24,0.0008266232,"Electronic Equipment & Instruments","US",---
,"2632876","STRL","Sterling Construction Co. Inc.",741365,$7636059.5,0.0008264029,"Construction & Engineering","US",---
,"BK1ML56","PRVL","Prevail Therapeutics Inc.",509999,$7634685.03,0.0008262542,"Biotechnology","US",---
,"BG216W6","IMXI","International Money Express Inc.",566288,$7633562.24,0.0008261327,"Data Processing & Outsourced Services","US",---
,"BYPFK63","OVID","Ovid therapeutics Inc.",1177456,$7594591.2,0.0008219151,"Biotechnology","US",---
,"2042163","APT","Alpha Pro Tech Ltd.",348261,$7581641.97,0.0008205137,"Building Products","US",---
,"2841898","STFC","State Auto Financial Corp.",488708,$7579861.08,0.0008203209,"Property & Casualty Insurance","US",---
,"2169589","ACTG","Acacia Research Corp.",1911447,$7569330.12,0.0008191812,"Research & Consulting Services","US",---
,"BD2ZJQ2","GWRS","Global Water Resources Inc.",728153,$7565509.67,0.0008187678,"Water Utilities","US",---
,"2238661","CDZI","Cadiz Inc.",707253,$7511026.86,0.0008128714,"Water Utilities","US",---
,"2199478","CIA","Citizens Inc./TX Class A",1308044,$7508172.56,0.0008125625,"Life & Health Insurance","US",---
,"2839741","CUTR","Cutera Inc.",525835,$7482632.05,0.0008097985,"Health Care Equipment","US",---
,"B88WMY1","CHUY","Chuy's Holdings Inc.",468760,$7457971.6,0.0008071296,"Restaurants","US",---
,"2375557","DYAI","Dyadic International Inc.",858842,$7454748.56,0.0008067808,"Biotechnology","US",---
,"B9NSBM2","ADMA","ADMA Biologics Inc.",2087866,$7453681.62,0.0008066653,"Biotechnology","US",---
,"BYXR306","FBM","Foundation Building Materials Inc.",542185,$7444200.05,0.0008056392,"Trading Companies & Distributors","US",---
,"BF5HDJ0","BFST","Business First Bancshares Inc.",544987,$7433622.68,0.0008044945,"Regional Banks","US",---
,"BKZH191","FPI","Farmland Partners Inc.",1073812,$7420040.92,0.0008030246,"Specialized REITs","US",---
,"BYND5T7","DFIN","Donnelley Financial Solutions Inc.",857407,$7416570.55,0.000802649,"Financial Exchanges & Data","US",---
,"BKZ8V05","GNSS","Genasys Inc.",1763794,$7407934.8,0.0008017144,"Communications Equipment","US",---
,"2166397","KRO","Kronos Worldwide Inc.",658631,$7403012.44,0.0008011817,"Commodity Chemicals","US",---
,"B7GGNT0","SLCA","US Silica Holdings Inc.",2092484,$7386468.52,0.0007993913,"Oil & Gas Equipment & Services","US",---
,"BCDWBX6","ANIP","ANI Pharmaceuticals Inc.",248905,$7370077.05,0.0007976173,"Pharmaceuticals","US",---
,"BYQBFQ5","FLGT","Fulgent Genetics Inc.",279570,$7366669.5,0.0007972485,"Health Care Services","US",---
,"2247979","AXTI","AXT Inc.",1532574,$7341029.46,0.0007944737,"Semiconductor Equipment","US",---
,"BYM7YF9","AGLE","Aeglea BioTherapeutics Inc.",1069280,$7324568,0.0007926922,"Biotechnology","US",---
,"BDW0D09","AAOI","Applied Optoelectronics Inc.",515186,$7320793.06,0.0007922836,"Communications Equipment","US",---
,"B6452T5","WSR","Whitestone REIT",1105555,$7296663,0.0007896722,"Retail REITs","US",---
,"BDHSLL5","WTTR","Select Energy Services Inc. Class A",1637595,$7270921.8,0.0007868864,"Oil & Gas Equipment & Services","US",---
,"BMN9870","HRTG","Heritage Insurance Holdings Inc.",611888,$7263110.56,0.000786041,"Property & Casualty Insurance","US",---
,"BD6R102","VERI","Veritone Inc.",639261,$7236434.52,0.000783154,"Application Software","US",---
,"2352839","FC","Franklin Covey Co.",399749,$7231459.41,0.0007826156,"Research & Consulting Services","US",---
,"BBN23F5","HCI","HCI Group Inc.",161574,$7209431.88,0.0007802317,"Property & Casualty Insurance","US",---
,"BKBQD30","PACK","Ranpak Holdings Corp. Class A",881479,$7201683.43,0.0007793931,"Paper Packaging","US",---
,"B019BK2","FMNB","Farmers National Banc Corp.",665513,$7194195.53,0.0007785828,"Regional Banks","US",---
,"2987178","MOFG","MidWestOne Financial Group Inc.",397552,$7187740.16,0.0007778841,"Regional Banks","US",---
,"BYVWMX9","MNLO","Menlo Therapeutics Inc.",4461554,$7183101.94,0.0007773822,"Pharmaceuticals","US",---
,"BJ1FD74","RVLV","Revolve Group Inc.",438712,$7181715.44,0.0007772321,"Internet & Direct Marketing Retail","US",---
,"2251583","DJCO","Daily Journal Corp.",25274,$7177816,0.0007768101,"Publishing","US",---
,"2500951","LAKE","Lakeland Industries Inc.",303218,$7174137.88,0.0007764121,"Apparel, Accessories & Luxury Goods","US",---
,"2598354","MOD","Modine Manufacturing Co.",1318146,$7170714.24,0.0007760415,"Auto Parts & Equipment","US",---
,"BFMFKX0","STXB","Spirit of Texas Bancshares Inc.",615445,$7169934.25,0.0007759571,"Regional Banks","US",---
,"B3MY9Y7","TBNK","Territorial Bancorp Inc.",325822,$7158309.34,0.000774699,"Thrifts & Mortgage Finance","US",---
,"BD2BLX1","RBBN","Ribbon Communications Inc.",1625825,$7153630,0.0007741926,"Communications Equipment","US",---
,"BF20LN2","PCSB","PCSB Financial Corp.",642172,$7140952.64,0.0007728206,"Thrifts & Mortgage Finance","US",---
,"BJV2ZZ7","XPEL","XPEL Inc.",423173,$7122001.59,0.0007707697,"Auto Parts & Equipment","US",---
,"BMJJV08","AGRX","Agile Therapeutics Inc.",2848316,$7120790,0.0007706385,"Pharmaceuticals","US",---
,"BK6L288","BEAM","Beam Therapeutics Inc.",366979,$7097373.86,0.0007681044,"Biotechnology","US",---
,"B4Z5FD5","FSBW","FS Bancorp Inc.",186547,$7088786,0.000767175,"Thrifts & Mortgage Finance","US",---
,"BTCB1W2","FRPH","FRP Holdings Inc.",180748,$7070861.76,0.0007652351,"Real Estate Operating Companies","US",---
,"BYSGPK2","VRAY","ViewRay Inc.",2552310,$7069898.7,0.0007651309,"Health Care Equipment","US",---
,"BNZB473","SPOK","Spok Holdings Inc.",704338,$7057466.76,0.0007637855,"Wireless Telecommunication Services","US",---
,"2503035","GNTY","Guaranty Bancshares Inc./TX",260285,$7053723.5,0.0007633804,"Regional Banks","US",---
,"2746915","RCKY","Rocky Brands Inc.",309693,$7045515.75,0.0007624921,"Footwear","US",---
,"BWX4MD9","CAL","Caleres Inc.",1114907,$7035063.17,0.0007613609,"Apparel Retail","US",---
,"2724472","OIS","Oil States International Inc.",1564156,$7007418.88,0.0007583691,"Oil & Gas Equipment & Services","US",---
,"2659615","OLP","One Liberty Properties Inc.",412493,$7000006.21,0.0007575669,"Diversified REITs","US",---
,"BYVYKX1","SMBK","SmartFinancial Inc.",490488,$6994358.88,0.0007569557,"Regional Banks","US",---
,"BX9F8B3","AKTS","Akoustis Technologies Inc.",879110,$6980133.4,0.0007554162,"Electronic Components","US",---
,"BKV26Q2","OYST","Oyster Point Pharma Inc.",311306,$6963915.22,0.000753661,"Biotechnology","US",---
,"BYZPKW9","OSG","Overseas Shipholding Group Inc. Class A",3011632,$6956869.92,0.0007528985,"Oil & Gas Storage & Transportation","US",---
,"2599250","MSON","Misonix Inc.",559386,$6953167.98,0.0007524979,"Health Care Equipment","US",---
,"BFYVKR0","VCTR","Victory Capital Holdings Inc. Class A",391010,$6940427.5,0.000751119,"Asset Management & Custody Banks","US",---
,"BFMZC67","BWB","Bridgewater Bancshares Inc.",746361,$6933693.69,0.0007503903,"Thrifts & Mortgage Finance","US",---
,"BJ3WDH3","CBAY","Cymabay Therapeutics Inc.",1953114,$6933554.7,0.0007503752,"Pharmaceuticals","US",---
,"BJS9432","CNCE","Concert Pharmaceuticals Inc.",747006,$6924745.62,0.0007494219,"Biotechnology","US",---
,"B0LLFT5","GME","GameStop Corp. Class A",1726742,$6924235.42,0.0007493667,"Computer & Electronics Retail","US",---
,"BD0SJ96","CDXC","ChromaDex Corp.",1367198,$6918021.88,0.0007486942,"Life Sciences Tools & Services","US",---
,"B603LG3","VPG","Vishay Precision Group Inc.",271246,$6903210.7,0.0007470913,"Electronic Equipment & Instruments","US",---
,"BD4H148","NBEV","New Age Beverages Corp.",3036418,$6892668.86,0.0007459504,"Soft Drinks","US",---
,"BJDX8Y8","MIRM","Mirum Pharmaceuticals Inc.",311978,$6888474.24,0.0007454965,"Biotechnology","US",---
,"B5LYMC1","CLDT","Chatham Lodging Trust",1321074,$6882795.54,0.0007448819,"Hotel & Resort REITs","US",---
,"2011970","CECE","CECO Environmental Corp.",1025877,$6873375.9,0.0007438625,"Environmental & Facilities Services","US",---
,"2619705","CCNE","CNB Financial Corp./PA",418837,$6839608.21,0.000740208,"Regional Banks","US",---
,"2200853","CVLG","Covenant Transportation Group Inc. Class A",403943,$6806439.55,0.0007366184,"Trucking","US",---
,"BDFGDQ0","TDW","Tidewater Inc.",1092988,$6798385.36,0.0007357467,"Oil & Gas Equipment & Services","US",---
,"2353047","FNLC","First Bancorp Inc.",337415,$6795538.1,0.0007354386,"Regional Banks","US",---
,"2467971","IVC","Invacare Corp.",962317,$6774711.68,0.0007331847,"Health Care Equipment","US",---
,"BD60BG7","ATEC","Alphatec Holdings Inc.",1351148,$6715205.56,0.0007267447,"Health Care Equipment","US",---
,"BYTYP72","AVXL","Anavex Life Sciences Corp.",1586369,$6694477.18,0.0007245014,"Biotechnology","US",---
,"BF5HDT0","HEAR","Turtle Beach Corp.",362990,$6657236.6,0.0007204711,"Consumer Electronics","US",---
,"2495507","KVHI","KVH Industries Inc.",818955,$6649914.6,0.0007196786,"Communications Equipment","US",---
,"BNBKSP0","VRTV","Veritiv Corp.",434094,$6645979.14,0.0007192527,"Trading Companies & Distributors","US",---
,"B4Z1Y92","VSTM","Verastem Inc.",4950874,$6634171.16,0.0007179748,"Biotechnology","US",---
,"BD25P75","RBNC","Reliant Bancorp Inc.",445872,$6576612,0.0007117456,"Regional Banks","US",---
,"BGDW0N7","TRVN","Trevena Inc.",2833075,$6572734,0.0007113259,"Biotechnology","US",---
,"2658429","OSBC","Old Second Bancorp Inc.",788692,$6561917.44,0.0007101553,"Regional Banks","US",---
,"BY7QFH0","CHMA","Chiasma Inc.",1500543,$6557372.91,0.0007096634,"Pharmaceuticals","US",---
